DATAFLOW,LAST UPDATE,freq,sex,wstatus,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2009,8.7,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2010,9.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2011,8.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2012,7.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2013,4.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2014,2.9,bu,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2015,3.1,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2016,4.3,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2017,7.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2018,6.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2019,7.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2020,8.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2021,7.9,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2022,7.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2023,9.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Cyprus,2024,8.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2002,5.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2003,7.0,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2004,6.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2005,6.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2006,4.9,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2007,4.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2008,5.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2009,5.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2010,4.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2011,4.4,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2012,4.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2013,5.5,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2014,5.2,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2015,6.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2016,6.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2017,6.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2018,6.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2019,6.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2020,7.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2021,5.8,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2022,5.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2023,6.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Czechia,2024,5.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,1999,15.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2000,14.9,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2001,12.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2002,12.5,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2003,12.8,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2004,11.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2005,13.7,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2006,13.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2007,11.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2008,11.2,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2009,10.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2010,11.0,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2011,10.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2012,9.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2013,9.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2014,8.9,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2015,9.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2016,9.5,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2017,9.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2018,9.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2019,8.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2020,8.3,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2021,10.5,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2022,11.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2023,10.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Germany,2024,10.4,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,1999,9.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2000,11.1,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2001,11.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2002,10.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2003,8.8,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2004,7.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2005,11.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2006,6.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2007,7.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2008,8.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2009,9.1,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2010,7.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2011,8.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2012,7.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2013,5.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2014,7.9,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2015,10.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2016,7.5,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2017,7.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2018,7.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2019,8.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2020,6.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2021,7.6,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2022,7.5,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2023,8.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Estonia,2024,8.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,1999,15.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2000,13.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2001,13.1,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2002,12.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2003,11.7,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2004,11.3,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2005,9.5,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2006,10.6,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2007,10.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2008,10.6,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2009,10.5,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2010,10.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2011,10.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2012,8.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2013,7.5,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2014,6.6,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2015,6.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2016,5.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2017,4.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2018,3.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2019,3.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2020,3.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2021,2.9,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2022,4.5,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2023,3.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Greece,2024,2.4,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Spain,1999,23.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Spain,2000,23.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Spain,2001,23.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Spain,2002,24.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Spain,2003,24.8,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Spain,2004,25.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Spain,2005,24.7,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Spain,2006,23.6,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Spain,2007,24.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Spain,2008,25.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Spain,2009,24.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Spain,2010,22.6,,
